id,source_platform,contest,issue_id,severity,title,description,source_url,introduced_in_commit,domain,scraped_at,stride,cwe_top25,evidence,silent_fix_prob,security_score,fix_commit,confidence,n_signals,authority_tier
7577fc567dbe7cf1,nethermind,NethermindEth/nethermind,COMMIT#6cd0ea49db52,Info,feat: add call count limit for trace_callMany (#11085),"* feat: add call count limit for trace_callMany

Introduce TraceCallManyRequest wrapper type with a streaming JsonConverter
that enforces a hard limit (1024) during deserialization, preventing
excessive object allocation. Uses ArrayPoolList for pooled memory and
BlockBody to avoid double transaction array allocation.

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* fix: implement IJsonRpcParam for RPC framework compatibility

Add IJsonRpcParam implementation to TraceCallManyRequest so the RPC
framework correctly deserializes it. Handle string-encoded JSON
parameters by re-parsing (same pattern as Filter).

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* fix: address review feedback — resource leaks and edge cases

- Fix resource leak in ReadJson: wrap deserialization loop in
  try/catch to dispose ArrayPoolList on exception
- Fix resource leak in converter Read: same try/catch pattern,
  removing the pre-throw Dispose() that only covered the limit path
- Use consistent JsonException in both deserialization paths
- Avoid unnecessary zero-capacity default allocation (Calls = null!)
- Add empty array edge case test [TestCase(0, 0, false)]

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* refactor: remove JsonConverter, tests now exercise ReadJson directly

The converter only existed to support tests calling
JsonSerializer.Deserialize. Tests now call ReadJson(JsonElement)
directly — the actual RPC framework path — giving better coverage
with a single deserialization implementation.

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>

* fix: address remaining review items

- Make Calls setter private, add constructor for test creation
- Guard GetString() null with explicit JsonException instead of !
- Add comment explaining the string-valued path (same as Filter)
- Fix test: use 'using' at declaration to dispose on throw path

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@ant",https://github.com/NethermindEth/nethermind/commit/6cd0ea49db5204a4578f6d09a23859d97a6892a1,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/6cd0ea49db5204a4578f6d09a23859d97a6892a1""]",0.9,0.0,6cd0ea49db5204a4578f6d09a23859d97a6892a1,low,1,C_candidate
5b696b261337ebfc,nethermind,NethermindEth/nethermind,COMMIT#22f4d585cec4,Info,removed minor memory leak in discovery (#1578),,https://github.com/NethermindEth/nethermind/commit/22f4d585cec4b1cb649c4dfe4d7b75c5d20de1b4,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/22f4d585cec4b1cb649c4dfe4d7b75c5d20de1b4""]",0.2,0.5,22f4d585cec4b1cb649c4dfe4d7b75c5d20de1b4,medium,1,C_candidate
7b20675e38b76a9f,nethermind,NethermindEth/nethermind,COMMIT#0f85fa449559,Info,fix: prevent discovery eviction from disconnecting active sync peer (#12097),"* fix: prevent discovery eviction from disconnecting active sync peer

* revert: remove false positive NodeFilter fix from RlpxHost

* fix: race conditions

* only remove when kamelia

* fix race condition & tests

* fix race condition & tests

* fix race condition & tests

* Update src/Nethermind/Nethermind.Network/PeerPool.cs

Co-authored-by: claude[bot] <209825114+claude[bot]@users.noreply.github.com>

* fix linting

* Update src/Nethermind/Nethermind.Network/PeerPool.cs

Co-authored-by: Lukasz Rozmej <lukasz.rozmej@gmail.com>

* use events instead of checking sender and other req changes & tests

* linting

* merge to cases

* add summary

---------

Co-authored-by: claude[bot] <209825114+claude[bot]@users.noreply.github.com>
Co-authored-by: Lukasz Rozmej <lukasz.rozmej@gmail.com>",https://github.com/NethermindEth/nethermind/commit/0f85fa44955937389c92361b1844b87247c0a23e,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/0f85fa44955937389c92361b1844b87247c0a23e""]",0.75,0.3,0f85fa44955937389c92361b1844b87247c0a23e,low,3,B_corroborated
49bdef7dbe11ee47,nethermind,NethermindEth/nethermind,COMMIT#afddfd76f4c6,Info,fix: fix race condition in FullPruningDb read methods (#10920),"* Update FullPruningDb.cs

* Update FullPruningDb.cs

* Update FullPruningDb.cs

* fix: capture _pruningContext locally in StartWriteBatch

Same race-condition class as the read methods: the field is read twice
in the ternary, so a concurrent FinishPruning clearing it to null between
the null check and the .CloningDb dereference would throw NRE.

Co-Authored-By: Claude Opus 4.7 (1M context) <noreply@anthropic.com>

* Apply suggestion from @LukaszRozmej

---------

Co-authored-by: Lukasz Rozmej <lukasz.rozmej@gmail.com>
Co-authored-by: Claude Opus 4.7 (1M context) <noreply@anthropic.com>",https://github.com/NethermindEth/nethermind/commit/afddfd76f4c6cf5ca36be76e515cd7cffbaa8181,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/afddfd76f4c6cf5ca36be76e515cd7cffbaa8181""]",,0.5,afddfd76f4c6cf5ca36be76e515cd7cffbaa8181,medium,2,B_corroborated
34563294d5405b84,nethermind,NethermindEth/nethermind,COMMIT#8d695ffdade8,Info,Fix race condition in ShutterBlockHandler (#10296),"* fix(shutter): add synchronization to CancelWaitForBlock to prevent race condition

* Add lock to Dispose

Co-authored-by: Lukasz Rozmej <lukasz.rozmej@gmail.com>

* Fix Dispose lock

* Fix test for async TCS completion

---------

Co-authored-by: Lukasz Rozmej <lukasz.rozmej@gmail.com>",https://github.com/NethermindEth/nethermind/commit/8d695ffdade80c0271bb673abe89aa881142f2e5,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/8d695ffdade80c0271bb673abe89aa881142f2e5""]",,0.5,8d695ffdade80c0271bb673abe89aa881142f2e5,medium,2,B_corroborated
8146687f68ca3b3c,nethermind,NethermindEth/nethermind,COMMIT#15e3f0d3c06d,Info,fix(txpool): race condition in NonceManager.TxWithNonceReceived (#9861),,https://github.com/NethermindEth/nethermind/commit/15e3f0d3c06d0b9fcaf2906af955307851943b33,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/15e3f0d3c06d0b9fcaf2906af955307851943b33"", ""https://github.com/NethermindEth/nethermind/releases/tag/1.36.0""]",,0.5,15e3f0d3c06d0b9fcaf2906af955307851943b33,medium,3,B_corroborated
337eeb50727ada52,nethermind,NethermindEth/nethermind,COMMIT#129fcbfe72e7,Info,Fix flaky tests: timing and race condition (#10455),"- PeerManagerTests: Increase After timeout from 1000ms to 3000ms in
  Will_not_stop_trying_on_rlpx_connection_failure to prevent false
  failures on loaded CI runners
- SyncServerTests: Use Interlocked.Increment in
  Broadcast_NewBlock_on_arrival_to_sqrt_of_peers to fix race condition
  where concurrent SyncPeerMock background threads could lose count
  increments
- Rename _travisDelay fields to _delay, _delayLong, _delayLonger

Co-authored-by: Claude Opus 4.6 <noreply@anthropic.com>",https://github.com/NethermindEth/nethermind/commit/129fcbfe72e7affdbb7734e66fcd8abcb9975413,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/129fcbfe72e7affdbb7734e66fcd8abcb9975413""]",,0.5,129fcbfe72e7affdbb7734e66fcd8abcb9975413,medium,2,B_corroborated
d1144177dde545ec,nethermind,NethermindEth/nethermind,COMMIT#d9efb4fcd66f,Info,Better Isolate trie store during pruning (#9346),"* Isolate trie store during pruning

* Adjustment

* Test race condition

* To helper method",https://github.com/NethermindEth/nethermind/commit/d9efb4fcd66f6d512b7206a5649783e0d3638197,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/d9efb4fcd66f6d512b7206a5649783e0d3638197""]",0.8,0.3,d9efb4fcd66f6d512b7206a5649783e0d3638197,low,3,B_corroborated
8693211856c8c81e,nethermind,NethermindEth/nethermind,COMMIT#bb3ca1fc1254,Info,Fix/initsteps race condition (#8145),,https://github.com/NethermindEth/nethermind/commit/bb3ca1fc1254e5b00323bf4a65ce1deaead65422,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/bb3ca1fc1254e5b00323bf4a65ce1deaead65422""]",,0.5,bb3ca1fc1254e5b00323bf4a65ce1deaead65422,medium,2,B_corroborated
e62a5b67d8923b86,nethermind,NethermindEth/nethermind,COMMIT#facce1bcb348,Info,FCU Canonical chain corruption after beacon sync (3 fixes + startup healing) (#10876),"* FCU to canonical ancestor silently ignored, leaving descendants canonical

* fix comments

* fix comment

* change approach

* remove empty line

* HealCanonicalChain implementation & tests

* fix build

* ePBS FCU fix

* geth parity with https://github.com/ethereum/go-ethereum/blob/745b0a8c09ad9d0866da67403ffa99d11ba70ec3/core/rawdb/accessors_chain.go#L47

return null for orphaned heights post-merge in GetBlockHashOnMainOrBestDifficultyHash

* GetBlockHashOnMainOrBestDifficultyHash now returns null when
HasBlockOnMainChain=true but WasProcessed=false and blockNumber > Head.Number.

Beacon sync calls UpdateMainChain(wereProcessed=false), setting
HasBlockOnMainChain without advancing Head. If this races with a
cleanup FCU where previousHeadNumber == lastNumber, the upward scan
runs before the marker is set and cannot clear it — leaving a stale
marker that eth_getBlockByNumber would return as canonical.

The write-time scan cannot close this window; a read-time guard can.
WasProcessed=false precisely identifies beacon-sync markers: processed
canonical blocks always have WasProcessed=true, so startup/reload
paths are unaffected.

* revert change for WasProcessed=false

* test: add beacon sync + reorg stale marker reproduction test

Reproduction of the stale canonical markers bug from the Engine API
test generator: beacon sync marks H+1, H+2, H+3 canonical without
advancing Head, then FCU reorgs to a sibling at the same height as
Head. Verifies all orphaned levels are de-canonicalized.

* test: add failing gap test for beacon sync race condition

Adds UpdateMainChain_beacon_sync_gap_in_stale_markers_leaves_orphan_after_reorg
which reproduces the scenario where a concurrent MoveToMain creates a gap in
stale canonical markers during beacon sync. The break-on-first-gap upward scan
stops at the gap and leaves d3 orphaned as stale canonical.

This test FAILS on canonical-fix (expected) and PASSES on bounded-scan.

* fix: skip gaps in upward scan instead of breaking

Change",https://github.com/NethermindEth/nethermind/commit/facce1bcb348db8dea4d35e7bbdd27fcbaae4752,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/facce1bcb348db8dea4d35e7bbdd27fcbaae4752""]",0.9,0.3,facce1bcb348db8dea4d35e7bbdd27fcbaae4752,low,3,B_corroborated
7d38b83943e8e264,nethermind,NethermindEth/nethermind,COMMIT#4b923986e82e,Info,Fix AuRa validator startup race condition (#3657),"* Fix race condition in BuildBlocksOnAuRaSteps, between loop in background thread and constructor.

* Allow for only one loop",https://github.com/NethermindEth/nethermind/commit/4b923986e82e771637c3b6bc6bfc048be523813b,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/4b923986e82e771637c3b6bc6bfc048be523813b""]",,0.5,4b923986e82e771637c3b6bc6bfc048be523813b,medium,2,B_corroborated
f676788cf77e5ab9,nethermind,NethermindEth/nethermind,COMMIT#22391ff297db,Info,Fix finalization issue (#1025),"* sokol dev test producer

* Aura block producer

* merge fixes and simplified Timestamp with long

* Producing Aura blocks

* #640 Fix generating AuRa Signature

* Handshake fix before EIP-8

* refactor

* Fix pre EIP-8 Ack message

* Changes to AuraTest chain

* reintroduce LengthFieldBasedFrameDecoder to EIP-8+ or framed parts

* * Fix AuRaStepCalculator.TimeToNextStepInTicks

* Fix Initializing aura vlaidator when producing (for contracts)
* Fix finalizing genesis block on startup
* Fix Contract validator for producing
* Fix multi validator for producing
* Fix race condition to state by moving InitBlockProducers after starting processing and processing genesis block
* Move _additionalBlockProcessor?.PostProcess after block state root and hash calculations to fix finalization when producing
* Add immediate transitions for list validators
* Added more logging
* Testing multiple validator sealing

* Review fixes + tests fixes

* Force sealing

* Add proper validation

* Volta block 1 fix

* Volta block 1 final fix

* Immediate change validator fix for list validators when producing block

* Fix for contract validators when validating sealer when producing block

* Fix for contract validators when validating sealer when producing block

* Enhance logging

* Disable sealer validation

* Change log level of Force sealing log message

* Fix test

* FIx multiple logs with InitiateChange + reenable signer validation

* Fix tests + comment

* Fix unreliable test

* Fix producer when InitChanges overlap

* Unify log messages

* unifying short hash text

* Fix finalization manager forProducing registration

* Add BlockHeader.Format.FullHashAndNumber

* Fix finalization issue

* Reduce sibling validator log level",https://github.com/NethermindEth/nethermind/commit/22391ff297db77a423450de40e1f37ed180dc1e2,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/commit/22391ff297db77a423450de40e1f37ed180dc1e2""]",0.8,0.3,22391ff297db77a423450de40e1f37ed180dc1e2,low,4,B_corroborated
188d172e9e7ef809,nethermind,NethermindEth/nethermind,RELEASE#1.3.7#0803e746,Info,fixed a sync peers list related memory leak,"[1.3.7] 
* fixed an issue where all threads were waiting for an ethash lock unnecessarily
* introduced a tx pool size limit
* fixed a sync peers list related memory leak
* fixed a cancellation tokens related memory leak
* using ArrayPool for ethash tables now
* old ethash caches are evicted from memory now after 15 seconds",https://github.com/NethermindEth/nethermind/releases/tag/1.3.7,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/releases/tag/1.3.7""]",,0.5,,medium,2,B_corroborated
75d3f6cc3fcb5f75,nethermind,NethermindEth/nethermind,RELEASE#1.3.7#3c84c913,Info,fixed a cancellation tokens related memory leak,"[1.3.7] * fixed an issue where all threads were waiting for an ethash lock unnecessarily
* introduced a tx pool size limit
* fixed a sync peers list related memory leak
* fixed a cancellation tokens related memory leak
* using ArrayPool for ethash tables now
* old ethash caches are evicted from memory now after 15 seconds
* shortened tx lifetime in the mempool for non-mining nodes",https://github.com/NethermindEth/nethermind/releases/tag/1.3.7,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/releases/tag/1.3.7""]",,0.5,,medium,2,B_corroborated
0dde80e295e63829,nethermind,NethermindEth/nethermind,RELEASE#1.8.2#cb94cd49,Info,Fixes a memory leak introduced in the v1.8 synchronizer,"[1.8.2] * Fixes a memory leak introduced in the v1.8 synchronizer

## Running Nethermind:",https://github.com/NethermindEth/nethermind/releases/tag/1.8.2,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/releases/tag/1.8.2""]",,0.5,,medium,1,C_candidate
78c46ad4df48602e,nethermind,NethermindEth/nethermind,RELEASE#1.8.67#58081385,Info,[SECURITY] Nethermind nodes no longer advertise Kernel version on ethstats and will just mention operating system name (added by @AlexSSD7 - thank you!).,"[1.8.67] [AURA/PEERING] We introduced a workaround for reorg catch ups in Parity-heavy networks to handle the Parity incorrect total difficulty announcements.
[AURA/POSDAO] System generated transactions are now properly handled when blocks are constructed / sealed by validators.
[JSONRPC] Timeouts were added to some JSON RPC methods whenever the methods cannot be interrupted by the invoking call.
[SECURITY] Nethermind nodes no longer advertise Kernel version on ethstats and will just mention operating system name (added by @AlexSSD7 - thank you!).
[NETWORK] Nethermind will no longer deliver big messages on request that are consecutively rejected by the requestor and will count the message size will building responses (thanks to @holiman for reporting it).
[SYNC] Improved sync mode notifications and transitions based on a fix from @AndreaLanfranchi (thank you!)
[JSONRPC] It is possible now to run some database migrations via debug.runMigration",https://github.com/NethermindEth/nethermind/releases/tag/1.8.67,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/NethermindEth/nethermind/releases/tag/1.8.67""]",,0.5,,medium,2,B_corroborated
